"#name","Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)"
"#sourceLang","Russian"
"антракт","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II антракт (спектакль, концерт къыщагъэлъагъуэкIэ яшI теувыIэгъуэ, зэпыупIэ)</div>"
"аорта","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I (<i class=""p""><font color=""green"">анат.</font></i>) аортэ (псэущхьэхэм я гу лъынтхуэ нэхъ ин дыдэщ)</div>"
"аплодировать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">несов.</font></i>, кому-чему</i> Iэгу еуэн; <b>аплодировать докладчику</b> доклад зыщIам Iэгу хуеуэн</div>"
"аплодисменты","<div style=""margin-left:1em""><i class=""p""><font color=""green"">тк.</font></i> <i class=""p""><font color=""green"">мн.</font></i> Iэгуауэ; <b>бурные аплодисменты</b> Iэгуауэ ин</div>"
"аппарат","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> аппарат; <b>телефонный аппарат</b> телефон аппарат</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> аппарат; <b>государственный аппарат</b> къэрал аппарат</div>"
"аппетит","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> аппетит, шхыныр щыкIуэн, шхыныр фIэIэфIын; <b>есть с хорошим аппетитом</b> фIэIэфIу шхын</div>
<div style=""margin-left:1em"">◊ <b>приятного аппетита!</b> шхыныр гурыхь пщыхъу!</div>"
"аппетитный","<div style=""margin-left:1em""><i>-ая, -ое</i> пшхыну хъуэпсэгъуэ; <b>аппетитный пирог</b> пшхыну хъуэясэгъуэ дэлэн</div>"
"апрель","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II апрель; <b>первое апреля</b> апрелым и зым (илъэсым и еплIанэ мазэ)</div>"
"апрельский","<div style=""margin-left:1em""><i>-ая, -ое</i> апрель; <b>апрельский день</b> апрель махуэ</div>"
"аптечка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I аптекэ цIыкIу; <b>дорожная аптечка</b> гъуэгу аптекэ цIыкIу</div>"
"арба","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I гу; <b>груженая арба</b> хьэлъэ зэрылъ гу</div>"
"арбуз","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II хъарбыз; <b>спелый арбуз</b> хъарбыз хъуа</div>"
"аргумент","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II аргумент, тегъэщIапIэ, щхьэусыгъуэ; <b>веский аргумент</b> мыхьэнэшхуэ зиIэ тегъэщIапIэ; <b>приводить аргументы</b> щхьэусыгъуэхэр къыхуэхьын</div>"
"арена","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> зыкъыщагъэлъагъуэ утыку; <b>цирковая арена</b> циркым зыкъыщагъэлъагъуэ утыку</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> <i class=""p""><font color=""green"">перен.</font></i> къиубыдыр, къызэщIикъуэр; <b>арена деятельности</b> IуэхущIафэхэм къаубыдыр</div>"
"аренда","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">в разн. знач.</font></i> бэджэид; <b>сдать дом в аренду</b> унэр бэджэнду тын; <b>снизить аренду</b> бэджэндыпщIэм кIэрыгъэхун</div>"
"арест","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II гъэтIысын, тутнакъым щIэдзэн; <b>взять под арест</b> гъэтIысын</div>"
"арестованный","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> <i><i class=""p""><font color=""green"">скл.</font></i> как <i class=""p""><font color=""green"">прил.</font></i></i> ягъэтIыса, тутнакъым ис</div>"
"арестовать","<div style=""margin-left:1em"">I, <i><i class=""p""><font color=""green"">сов.</font></i>, кого-что</i> гъэтIысын, тутнакъым щIэдзэн</div>"
"арифметика","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> арифметикэ</div>"
"арифметический","<div style=""margin-left:1em""><i>-ая, -ое</i> арифметическэ; <b>арифметические действия</b> арифметическэ действиехэр</div>"
"армия","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I дзэ, армэ; <b>Советская Армия</b> Советскэ Армэр; <b>действующая армия</b> зи IэнатIэ пэрыт дзэ</div>"
"аромат","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II мэ дахэ; <b>аромат цветов</b> удзхэм я мэ дахэ</div>"
"ароматный","<div style=""margin-left:1em""><i>-ая, -ое</i> мэ гуакIуэ зыщыу, къызыпих; <b>ароматный чай</b> мэ гуакIуэ зыщыу шей</div>"
"артезианский","<div style=""margin-left:1em""><i>-ая, -ое</i> псынэ куу, псыкъуий; <b>артезианский колодец</b> псынэ куу</div>"
"артель","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> III артель; <b>сельскохозяйственная артель</b> мэкъумэшхозяйственнэ артель</div>"
"артерия","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I <i class=""p""><font color=""green"">анат.</font></i> артерие, гум къыбгъэдэкI лъынтхуэ</div>"
"артиллерия","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> артиллерие; <b>легкая артиллерия</b> артиллерие псыншIэ; <b>тяжелая артиллерия</b> артиллерие хьэлъэ, <b>противотанковая артиллерия</b> танкым зэреуэ артиллерие</div>"
"артист","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II артист; <b>известный артист</b> артист цIэрыIуэ</div>"
"артистка","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I артисткэ, артист цIыхубз</div>"
"археологический","<div style=""margin-left:1em""><i>-ая, -ое</i> археологическэ; <b>археологическая экспедиция</b> археологическэ экспедицэ</div>"
"археология","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> археологие (ижькIэ щыIа псэукIэу, культурэу цIыхухэм яIар хьэпшып зэмылIэужьы-гъуэхэмкIэ зыджыж наукэщ)</div>"
"архив","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II архив; <b>сдать в архив</b> архивым етын; <b>архив Пушкина</b> Пушкиным и архив</div>"
"архивный","<div style=""margin-left:1em""><i>-ая, -ое</i> архив, архнвым ехьэлIа; <b>архивный материал</b> архив материал</div>"
"архипелаг","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II архипелаг, тенджызым хэт остров заул</div>"
"архитектура","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I, <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> архитектура; <b>архитектура здания</b> унэм и архитектура</div>"
"архитектурный","<div style=""margin-left:1em""><i>-ая, -ое</i> архитектурнэ; <b>архитектурный институт</b> архитектурнэ институт</div>"
"арык","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II псыщIэгъэлъадэ кIэнауэ; <b>глубокий арык</b> псышIэгъэлъадэ кIэнауэ куу</div>"
"аспирантура","<div style=""margin-left:1em""><i class=""p""><font color=""green"">ж.</font></i> I <i class=""p""><font color=""green"">мн.</font></i> <i>нет</i> аспирантурэ, аспирантхэр щеджэ; <b>кончить аспирантуру</b> аспирантурэр къэухын</div>"
"ассистент","<div style=""margin-left:1em""><i class=""p""><font color=""green"">м.</font></i> II ассистент</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>1.</b></font> научнэ лэжьыгъэ езыгъэкIуэкI профессорым е дохутырым и дэIэпыкъуэгъу</div>
<div style=""margin-left:1em""><font color=""darkblue""><b>2.</b></font> щIэныгъэ нэхъыщхьэ щагъуэт еджапIэм щылажьэ егъэджакIуэ нэхъыщIэ</div>"
