w_bigram,freq
зэхэт унэхэм,3
Литературэ институтым,3
уэредадэ жаIэу,3
унагъуэ дахэ,3
гугъу пщIы,3
псэм дыхьэу,3
теухуауэ тхылъ,3
псы Iуфэхэм,3
Пиотровский Михаил,3
жьэгумрэ уэнжакъымрэщ,3
Уафэгъуагъуэ макъ,3
гъущI Iунэ,3
алыдж-урым бэнэкIэ,3
щIыналъэхэм щыIэ,3
1829 году,3
вершину Эльбруса,3
Килар Хаширов,3
Килара Хаширова,3
упщIэ куэдым,3
Ташуев Сергей,3
Косовэ Губгъуэм,3
кIэухи иIэкъым,3
гъэм Китайм,3
Тхьэм фхуищI,3
гъуэлъыпIэ щIагъым,3
къэралпсо зэхьэзэхуэм,3
сыт къэхъужар,3
КхъуэIуфэ Хьэчим,3
Iимам Щамил,3
илъэс тIощIым,3
9-м къыдигъэкIа,3
натIэм къритхар,3
арэзы хъури,3
Нэпсо Закарие,3
Куэблэ Екъуб,3
нэхъ шынэкъэрабгъэ,3
деж накIуэ,3
командэ лъэщхэр,3
мэзым щIэскъым,3
Шэджагъуэнэужьым хуейм,3
хуейм деж,3
зэхуэс щыIэнущи,3
БищIо Тимуррэ,3
художественнэ гимнастикэмкIэ,3
къэралпсо утыку,3
Николаенкэ Владимир,3
2012 гъэ,3
1882 гъэм,3
УФ-м Лэжьыгъэмрэ,3
Абы кърихьэлIат,3
2010 гъэхэм,3
Абы яужь,3
Хьэпай Арамбий,3
къалащхьэ Лондон,3
Бырмамыт Фэуаз,3
гумрэ псэмрэ,3
22-рэ щыхъунущ,3
уафэ лъащIэм,3
фIэкIа пщIэнтэкъым,3
фIыуэ ялъагъурт,3
бэнэкIэ хуитым,3
екIуэкI зэхьэзэхуэм,3
аращ къикIыр,3
Вольный Аул,3
адэ-анэ зыщхьэщымытыжхэмрэ,3
отраслевой хабзэм,3
яку къыдэхъуа,3
зэрырат отраслевой,3
2019 гъэр,3
Налшык дэтым,3
урысейпсо Iуэхум,3
итхауэ щытащ,3
зезыхьэ Театр,3
Адыгэ лъэпкъыр,3
дахэ зыхэлъ,3
Олимп джэгухэми,3
зэхэту килограмм,3
лэжьыгъэмрэ социальнэ,3
Чыржын Мухьэрбий,3
хьэрхуэрэгъу псори,3
псом къыдэкIуэу,3
бэнэкIэ хуит,3
хэхам хэтхэм,3
Медведев Дмитрий,3
социальнэу къащхьэщыжынымкIэ,3
УафэщI жыжьэм,3
зыгъуэтам ипкъ,3
унафэ къару,3
къару зыгъуэтам,3
дуней еплъыкIэ,3
художественнэ школым,3
Алэкъей Мухьэмэд,3
теухуа зэIущIэ,3
ЛIыкIуэ лъапIэм,3
куэдым фIыуэ,3
Хьэрычэт Iуэху,3
Бахъуэ Аслъэн,3
Къаздэхъу СулътIан,3
нэмыс щIыкIэ,3
урысейпсо зэпеуэхэм,3
Черинэ Людмилэ,3
Пыхъ МуIэед,3
театрым лэжьэн,3
дзапэ уэрэду,3
КIыщ Мухьэдин,3
Лосэн Тимур,3
театр институтым,3
Лъэпкъ щэнхабзэм,3
федеральнэ IуэхущIапIэм,3
Ташло Алий,3
Молэ Владимир,3
сурэтыщI гъуазджэм,3
уэрэд жыIэнымкIэ,3
лъэс лъагъуэхэр,3
Латин Америкэм,3
Летучая мышь,3
Жэмыфэ Виктор,3
жиIащ Зэчрей,3
деж хъунщIакIуэ,3
театр гъуазджэм,3
къэрал ансамблым,3
ДыщэкI КIунэ,3
академическэ ансамблыр,3
абы хэта,3
ахэр нэхъ,3
22-м къыдигъэкIа,3
дунейпсо мыхьэнэ,3
Багъ Идар,3
ГъуазджэхэмкIэ институтым,3
къэрал филармонием,3
Абы къыдэкIуэуи,3
Къашыргъэ КIурацэ,3
сэламрэ зэхам,3
лъапIэу щэлатрэ,3
щэлатрэ сэламрэ,3
псалъэ щратым,3
Шорэ Туркан,3
нэхъ балигъ,3
псэм фIэфI,3
Гусаченкэ Николай,3
псэм щыщ,3
зэпеуэм хэта,3
лъэпкъ фащэхэм,3
иуха иужь,3
фащэкIэ хуэпа,3
Гран-при саугъэтыр,3
къутырым цIыхухъу,3
щапхъэу къалъыта,3
щыIэ Советым,3
Нартыху хьэсэм,3
техникэ щIэныгъэхэмкIэ,3
хэт сымэ,3
Музыкэ къэрал,3
Музыкэ школым,3
дирижёр Темыркъан,3
сабий ансамблыр,3
псалъэ гуапэхэр,3
нэгу щIокI,3
къалэм ЩэнхабзэмкIэ,3
Правительствэм 2023,3
дэфтэр хъумапIэхэм,3
Мейкъуапэ къалэм,3
Къэбэрдей-Балъкъэрым уэрэдымрэ,3
уэрэджыIакIуэ гупым,3
Къанкъул Заур,3
зезыхьэ театрым,3
сэламымрэ зэхам,3
Бегъымбар лъапIэу,3
Адыгэ Хабзэм,3
Алые паруса,3
Тхылъыр фIыуэ,3
дирижёр нэхъыщхьэу,3
Ленинград филармонием,3
ЩэнхабзэмкIэ фондым,3
нартыху хьэсэм,3
сыхьэтитху гъуэгу,3
Сокуров Александр,3
Апхуэдэ гупхэм,3
хуей хъуат,3
спортсмен ныбжьыщIэхэр,3
унафэщI Къаныкъуэ,3
Шэру Соня,3
ЖьакIэмыхъу КIунэ,3
Лъапэ махуэ,3
кIыхь ухъу,3
Граждан зауэм,3
республикэм щэнхабзэмкIэ,3
Гъут Iэдэм,3
бжыгъэ дахэ,3
Къэралбийрэ Зарэрэ,3
Нэхущ Чэрим,3
Ленинград консерваторэм,3
50-м нэблагъэ,3
Ставрополь край,3
мафIэс шынагъуэншагъэр,3
Вечче Карлэ,3
Къэнжал зауэм,3
академическэ къэфакIуэ,3
макъамэ Iэмэпсымэ,3
щIыналъэр фIыуэ,3
Iуэху дахэр,3
автоном IуэхущIапIэхэм,3
фIыуэ елъагъу,3
къэзакъ щIыналъэм,3
ищIащ лIыжьым,3
КIубэ Щэбан,3
псы фIей,3
псори абы,3
3-нэ статьям,3
Бурсэ къалэм,3
дерс зэIухахэр,3
ГъуэгуфI шынагъуэншэхэр,3
къэрал IуэхущIапIэм,3
жиIащ КIуэкIуэм,3
сэкъат иIэхэм,3
Махидевран сулътIан,3
Ридадэрэ Мстиславрэ,3
урыс тхыдэм,3
иУнафэ Къэбэрдей-Балъкъэр,3
Политикэ Iуэхум,3
гуапэщ гум,3
Iуэхум хэкIыжын,3
зэхуаку къыдэхъуэ,3
хъуауэ зэкIэлъхьэужьу,3
гум ехуэбэкI,3
Мэзыхьэ Борис,3
ГугъапIэу диIэщ,3
лъахъшэ цIыкIум,3
кIэух зэхьэзэхуэм,3
мин бжыгъэхэм,3
Мэз Каринэ,3
Гималаи къурш,3
Абы къыщыгъэлъэгъуащ,3
къыхэхам ираджа,3
лъэныкъуэ зырызымкIэ,3
зырызымкIэ щебгъэрыкIуэурэ,3
республикэ законхэм,3
Къамэ зыгъэдалъэ,3
Медицинэ щIэныгъэхэм,3
акъыл зыбгъэдэлъ,3
Алыхь Лъагэм,3
республикэм щыщу,3
медалхэр къыщызыхьа,3
нэхъыщхьэу ягъэува,3
урысей академием,3
как будто,3
лъэпкъ Iуэхур,3
Адыгэ щIалэр,3
махуэщ Японием,3
Къэрал советым,3
курыт лIэщIыгъуэхэм,3
Дагъыстэным щыщ,3
теухуауэ хъыбар,3
нэхъыщхьэ зиIэ,3
Бахъсэн куейм,3
наIуэ къищIащ,3
Зыуэ щыт,3
хэта псоми,3
ЕтIуанэ дивизионым,3
къыщыдэкI газетхэмрэ,3
гъэм Японием,3
зэхэту цIыху,3
ящыщ дэтхэнэри,3
Къэзыбж палатэм,3
лъэщхэм ящыщ,3
зыгъэдалъэ нэхърэ,3
хуей хъури,3
Шакъ Ашэмэз,3
хэкум папщIэ,3
Iуэхутхьэбзэхэр яхуэщIэнымрэ,3
дунейпсо щIэинхэм,3
Урыш Анзоррэ,3
Абы нэхърэ,3
куэд хэлъщ,3
Пикассо Пабло,3
унафэ тетщIыхьыну,3
уIэгъэ зыдзам,3
Хьэжы Бэрзэдж,3
деж кIуэрти,3
къуажэ псом,3
хуит дыкъэвмыщIмэ,3
тетщIыхьыну хуит,3
зыхуэдизыр зрагъащIэрт,3
Элу Карлос,3
Слим Элу,3
Америкэм щыпсэу,3
псори арэзы,3
етIуанэ Iыхьэр,3
дэт сабий,3
Тырныауз къалэм,3
Европэм тIэунейрэ,3
мастер хъуащ,3
лIы гуэр,3
хъуа иужькIэ,3
лъапIэ дыдэр,3
4-м щIигъу,3
Ислъам университетым,3
цIыхуу тетым,3
цIыхухэр егъэджэнымкIэ,3
Джон Коларуссо,3
Пщымахуэ Тыркум,3
кавказ расэ,3
щIалэ хьэщIэ,3
зимыIэ щыIэкъым,3
сыхьэт бжыгъэкIэ,3
Къэбэрдеймрэ Урысеймрэ,3
хьэщIэ къахуэкIуамэ,3
Кавказ линием,3
Къэжэр Валерэ,3
классымкIэ спортым,3
ехъулIэныгъэ куэд,3
зиIэ гъуэгухэр,3
академием щIыхь,3
хэкIуэдауэ щытащ,3
Урысейм спортымкIэ,3
кум хуэзэу,3
Шыхулъагъуэ галактикэм,3
Кавказ расэ,3
расэ хужь,3
цIыху бжыгъэр,3
кавказ расэкIэ,3
зэпеуэм щытекIуа,3
ЦIыху хужьхэм,3
дунейпсо зэпеуэхэми,3
Осетие Ипщэ,3
теухуа гупсысэ,3
иджа нэужь,3
IэнатIэ мыинымрэ,3
кавказ расэм,3
топ джэгуным,3
нэхъ тыншт,3
Джудович Миодраг,3
зыри жимыIэу,3
дэлъ зэныбжьэгъугъэр,3
гъы макъ,3
Щоджэн Азэмэт,3
щIидза нэужь,3
мазэ хуэдэкIэ,3
зэIущIэм абы,3
пащтыхьым деж,3
пащтыхь Симеон,3
щыщ тхакIуэ,3
Ауэ абыи,3
хуабжьу фIыуэ,3
Черкасский Иван,3
сурэтыщI цIэрыIуэ,3
Абы къикIращи,3
цIэ лейр,3
Идар Алтыншаш,3
философие щIэныгъэхэм,3
2002 гъэ,3
Кирилло-Белозерскэ къулъшырыфым,3
Къасым хъаныгъуэм,3
редактор нэхъыщхьэм,3
Псом хуэмыдэжу,3
илъэсхэм абы,3
фIыуэ щыгъуазэт,3
Iэмалхэр къагъэсэбэпу,3
урысей тхакIуэ,3
унэ къыщызэIуахащ,3
псом ищIыIужкIэ,3
зыкIи нэхъ,3
Къэбэрдей шууищэм,3
бзэ щIэныгъэм,3
къалъхуащ Америкэм,3
иужь иту,3
зэманым къигъэув,3
300-м нэблагъэ,3
командэ лъэщхэм,3
щхьэщыгу итым,3
НэгъуэщI къэрал,3
Хьэрып Республикэм,3
Сирие Хьэрып,3
Совет Союзми,3
Къэрал филармонием,3
Щам дэт,3
ХьэхъупащIэ Хьэжбэчыр,3
сытым щыщ,3
щыт къэрал,3
лъэпкъ хабзэхэр,3
Лейла Абубекировна,3
нэгъуэщI Iэмал,3
щIалэ дыдэу,3
Суд Нэхъыщхьэм,3
лъэпкъ гупсысэр,3
1823 гъэм,3
аращ икIи,3
къэзуха нэужь,3
хоккеист цIэрыIуэ,3
гъуэм пэмыжыжьэу,3
ухуэныгъэ лэжьыгъэхэр,3
литературэмрэ щэнхабзэмрэ,3
этнографие музейм,3
коммунальнэ Iуэхутхьэбзэхэр,3
Екатеринодар хейщIапIэм,3
Сыт къэхъуар,3
17-м къыдигъэкIа,3
хуабэу МВт,3
Правительствэм 2021,3
дзэр зауэм,3
нэхъ IэфIыр,3
мин 500,3
апхуэдэ пщIэ,3
утыкум къихьащ,3
фIыкIэ къахэщырт,3
Фыщт Iуащхьэжьыр,3
гуащIэм хэт,3
дэнэ щыIэ,3
зыбжанэ дэкIа,3
нарт хъыбархэм,3
унэ зэтет,3
жиIащ хьэщIэм,3
дивизионым щыджэгу,3
икIи зыри,3
1870 гъэм,3
Европэм щэнейрэ,3
Шыгъэлыгъуэ Мерал,3
щIэблэ узыншэ,3
хуит ищIащ,3
псэупIэкIэ къыщызэгъэпэщынымрэ,3
нэгум къищу,3
къыщызэгъэпэщынымрэ коммунальнэ,3
дыдэм ирихьэлIэу,3
граждан зауэмрэ,3
фIыуэ илъэгъуа,3
революцэмрэ граждан,3
зыбжанэ абы,3
тренер IэнатIэм,3
Дунейпсо Арт,3
федеральнэ къулыкъум,3
тырку литературэбзэр,3
тырку литературэм,3
зэман гъунэгъум,3
зэкIэлъхьэужьу Къэбэрдей-Балъкъэрым,3
Тхыгъэ зыбжанэ,3
етIуанэ хъуащ,3
дзэм къыхокIыж,3
екIуэкIа революцэм,3
иджырей тырку,3
Пщымахуэ цIыхубэ,3
дыдэм Бгырыс,3
дэт хейщIапIэм,3
Республикэм транспорт,3
Куэцэр жану,3
арэзы хъуакъым,3
Пщымахуэ Бытырбыху,3
цIыху сэфэтым,3
щIэныгъэ зиIэ,3
Екатеринодар дэт,3
Бгырыс зэгухьэныгъэм,3
жэуап къетыж,3
щыщу япэ,3
Бгырыс республикэр,3
адэжь щIыналъэр,3
Адыгейм щыщ,3
спорт лIэужьыгъуэхэм,3
экологиемрэ дыкъэзыухъуреихь,3
Псэ жыгыр,3
щиIэ фIыщIэм,3
Каспийск къалэм,3
Шууей Хасэм,3
Шэджэм псыкъелъэхэр,3
къэзыухъуреихь дунейм,3
дунейр хъумэнымкIэ,3
къалъхуащ физико-математикэ,3
гъэм иужькIэщ,3
тхыдэм щыщ,3
гъуэм еуащ,3
Къэбэрдей-Балъкъэр мэкъумэш,3
цIыху къэс,3
абы иужь,3
куу дыдэу,3
абы щыIэ,3
Президентым 2022,3
хущхъуэ гуэрхэр,3
щIалэгъуалэ театрым,3
зэрызэкIэлъыкIуэу къэдгъэлъагъуэмэ,3
граждан къулыкъущIэхэм,3
жылагъуэ пэхуэщIэхэмкIэ,3
зыужьыныгъэм хэлъхьэныгъэ,3
зэхъуэкIыныгъэ хэлъхьэн,3
Яковлев Николай,3
Iуащхьэмахуэ кIуэ,3
бгъунжыр Щхьэгуащэ,3
ЩIыуэпс хъугъуэфIыгъуэхэмрэ,3
сэбэп къыхуэхъуащ,3
хозяйствэмкIэ щIыхь,3
совет лъэхъэнэм,3
1985 гъэхэм,3
ящIын папщIэ,3
иужь лъэхъэнэм,3
къэрал программэ,3
иужьрей дыдэ,3
илъэси 105-рэ,3
Говоров Сергей,3
псоми зэхэту,3
тхыгъэхэм ящыщ,3
унэтIыныгъэ нэхъыщхьэхэм,3
зытеухуауэ щытар,3
Тхьэм уигъэпсэу,3
АР-м щэнхабзэмкIэ,3
парт школ,3
лэжьыгъэр нэхъ,3
лэжьыгъэшхуэ щокIуэкI,3
коррупцэм пэщIэтынымкIэ,3
щIыналъэ проектым,3
абы жиIащ,3
районхэмрэ къалэ,3
Iэщ лъэпкъыфIхэм,3
Нади Ахьли,3
процент 50-р,3
Къуныжь Хьэждал,3
къэрал зэхуэмыдэхэм,3
Ахэр нэхъыбэу,3
тхыгъэ зыбжанэ,3
Iуэхухэм жыджэру,3
Елбэрд Хьэсэн,3
зэман зэхуэмыдэхэм,3
гъуэгур шынагъуэт,3
къызэIуахауэ щытащ,3
КъБР-м егъэджэныгъэмкIэ,3
зэпылъыпIэм деж,3
къэхутэныгъэ лэжьыгъэхэр,3
Бахъсэн ГЭС-р,3
Транспортымрэ гъуэгу,3
нэхъ кIащхъэ,3
теухуа лэжьыгъэр,3
Абы къыхигъэщащ,3
Республикэм щрагъэкIуэкI,3
шыщхьэуIу мазэм,3
Шыу Хасэм,3
абхъазхэмрэ адыгэхэмрэ,3
къащта Къэбэрдей-Балъкъэр,3
Аулъэ Мэлыч,3
кандидат диссертацэр,3
бжыгъэ фIэкIа,3
Парламентым къищтащ,3
къищтащ 2022,3
статьям зэхъуэкIыныгъэ,3
псы метр,3
гъэхэм ятещIыхьа,3
пэкIэ лIэщIыгъуэм,3
ЩIым къыщыщIэдзауэ,3
гъуэгу станцым,3
Краснодар дэт,3
зэбгъузэнатIэ мелуан,3
узыфэ шынагъуэм,3
Ахъмэт Амир,3
махуэ лъапIэм,3
Апхуэдэ щIыкIэм,3
пшынэ еуэным,3
классым щеджэ,3
Луганскэ ЦIыхубэ,3
Запорожскэ областым,3
Донецкэ ЦIыхубэ,3
къэрал къулыкъухэр,3
псы бгъунжыр,3
Бэрзэдж Убых,3
урыс къуажэр,3
щыщ сабийхэм,3
ящыщу япэу,3
икIи дыжьын,3
щыщ ныбжьыщIэхэр,3
Джонсон Борис,3
ищIа унафэм,3
апхуэдэу жаIэ,3
хэту зэIущIэ,3
зэхъуэкIыныгъэхэр къэщтэн,3
хэти нэхъ,3
сыт жыпIэмэ,3
Къумахуэ Мурадин,3
ХэхакIуэ комиссэм,3
Кайя Ялчын,3
Ахъуэбэч Андзор,3
Попечительскэ советым,3
Думэн Хьэсэн,3
зэIущIэм хэтащ,3
КъБР-м ЩIалэгъуалэм,3
медицинэ центрым,3
ведомствэхэм зэдей,3
гъащIэм теухуа,3
Iуэхум хэтащ,3
Iэмал зимыIэ,3
Iуэхухэр щрагъэкIуэкIым,3
ЦIыхубэ участковэ,3
зэреджэр аращ,3
пункт къуэдзэм,3
лъэс зекIуапIэхэм,3
IэщIагъэм епха,3
хуэбгъакIуэ хъунущ,3
Лэскэн Езанэ,3
Указ №92-УГ-м,3
хуэфащэ гулъытэ,3
абы псори,3
Ахэр нэхъ,3
КъБР-м цIыхухэр,3
деж щиухыжу,3
дунейпсо тхыдэм,3
I990 гъэм,3
щиIэ напэкIуэцIым,3
абхъазыбзэм хэт,3
ехьэлIауэ щыIэ,3
къэрал мыхьэнэ,3
гъэм урыс,3
иужькIэ абы,3
16-рэ дакъикъэ,3
сыхьэт 16-рэ,3
унафэ хуищIащ,3
гупым хэта,3
абы ехьэлIа,3
Фырэ Руслан,3
Бемырзэ Зураб,3
Коми Республикэм,3
зэпеуэм бжьыпэр,3
кIуэну Iэмал,3
Олимп Джэгухэми,3
шапсыгъ адыгэхэм,3
академии наук,3
Каку Мичио,3
бжьэр къезытам,3
Ахъмэт Мусэбий,3
Дунейр чэзущ,3
Бырс Анзор,3
Бгъэжьнокъуэ Хьэчим,3
Ларисэ ЛатIифовнэ,3
щIалэхэмрэ хъыджэбзхэмрэ,3
КъШР-м щIэныгъэхэмкIэ,3
шей бжэмышх,3
нэхъапэм суд,3
республикэ зэпеуэхэм,3
къулей дыдэхэм,3
лъэныкъуэкIэ къащхьэщыжынымкIэ,3
Iэтащхьэм 2019,3
щIыналъэхэм комплекснэу,3
ныбжь хэкIуэтахэм,3
Абы щызэпеуащ,3
ЩIэныгъэ нэхъыщхьэ,3
Щамырзэ Моникэ,3
къуэр Дзэлыкъуэ,3
япэ еджэгъуэу,3
КъуэщIысокъуэ Кристинэ,3
Псом япэ,3
Ларс Ипщэ,3
Ищхъэрэ флотым,3
Головко Арсений,3
профилактикэ Iуэхум,3
куэд зиIэ,3
КIэфо Залым,3
УнащIэ Джем,3
Германиемрэ Тыркумрэ,3
гъуэгум щыщу,3
пIэрэ абы,3
5-м Налшык,3
япэ топыр,3
адэ Абдулыхь,3
джыным куэд,3
топыр гъуэм,3
Пасэрей Мысырым,3
Бакъ Зерэ,3
Урысей псом,3
футболымкIэ дунейпсо,3
лъэпкъ зэхэгъэж,3
сыхьэт ныкъуэм,3
Iэнэ хъурейр,3
Краснодар краймрэ,3
ныбжь зиIэ,3
ЩоджэнцIыкIу Нинэ,3
дунейпсо чемпионатыр,3
нэгъуэщI абы,3
егъэджэнымрэ щIэныгъэмкIэ,3
лъэпкъ Iуэхухэмрэ,3
Твёрдый Александр,3
Шэч къытесхьэркъым,3
гъэувыным теухуауэ,3
стIол хъурейхэр,3
илъэс пщIы,3
адыгэ шхыныгъуэхэр,3
хирургиемрэ травматологиемкIэ,3
чэнджэщ етын,3
зекIуэ гъуэгуанэм,3
Европэ псом,3
щыIэ Жылагъуэ,3
травматологиемкIэ щIэныгъэ-къэхутакIуэ,3
Къэрал лэжьакIуэ,3
нэхърэ зэрынэхъ,3
Ефремов Юрий,3
цIыхухэр егъэджэнымрэ,3
къызэращтам ипкъ,3
лъэIу тхылъхэр,3
медицинэ академием,3
гъэм тещIыхьауэ,3
хэхъуэр сом,3
зиIэ унагъуэхэм,3
щыIэ комиссэм,3
куэдрэ Тхьэм,3
жеIэ Альбинэ,3
дунейпсо федерацэм,3
КъБР-м финансхэмкIэ,3
къэрал къикIа,3
меданым псы,3
зэхуакум километр,3
Къэбэрдей-Балъкъэрым къэралыгъуэ,3
зэманым нэхъ,3
махуэ 22-рэ,3
иджыри мэкI,3
Нэхущ Мухьэмэд,3
Иуан Пётр,3
КъБР-м спортымкIэ,3
командэ нэхъыщхьэр,3
пщIэрэ нэмысрэ,3
бюджет ахъшэр,3
хэлъхьэныгъэшхуэ хуэзыщIа,3
Абы хохьэ,3
Адыгэ хабзэм,3
щыщ уэрэджыIакIуэ,3
илъэс 200,3
Абы ехьэлIауэ,3
къуэдзэу щытащ,3
Белецкая Ольгэ,3
Къумыкъу Мамдухь,3
къылъатащ икIи,3
щекIуэкI щIыпIэм,3
Батыр Мухьэдин,3
къэзакъ жылагъуэхэр,3
олимп комитетым,3
Жанатаев Сэлим,3
Надежин Михаил,3
акционер зэгухьэныгъэ,3
химие щIэныгъэхэмкIэ,3
Эдисон Томас,3
усакIуэ нэхъыжьхэм,3
абы епха,3
имыIэу гъэувын,3
Нэхъыщхьэм унафэ,3
яужь йохьэ,3
Фёдоррэ сэрэ,3
унафэщI Емуз,3
Саратов щыIэ,3
Адыгэ тхыбзэм,3
IэнатIэм зегъэужьыным,3
лъэпкъхэр хей,3
Гъуэгуухуэхэм зэрыжаIэмкIэ,3
щыщ цIыху,3
Темыр Рае,3
щIыналъэхэм къикIа,3
жиIащ Егоровэм,3
жыг хадэр,3
щIэныгъэ щызрагъэгъуэт,3
Янхунен Пеккэ,3
къыхэзгъэщыну сыхуейт,3
зэIущIэр къыщызэIуихым,3
уафэщI цIыкIум,3
19-м къыдигъэкIа,3
увыпIэм щыту,3
дунейм тетащ,3
совет дзэ,3
зэхуаку дэт,3
нэхъ дэмыкIауэ,3
сыт телъыджэ,3
нарт эпосыр,3
нэгъуэщI къалэхэм,3
Мыкъуэжь Анатолэ,3
Адыгэ цIыхубз,3
фIэкIыпIэ имыIэу,3
зэгухьэныгъэ зэIухам,3
теухуа Iуэхум,3
ехьэлIа Iуэхугъуэ,3
гупым хэту,3
лэжьакIуэхэм къызэпаудащ,3
хъумэным ехьэлIа,3
хэтащ республикэм,3
лъынтхуэ узыфэхэм,3
Ингуш Республикэм,3
къызэгъэпэщыным теухуауэ,3
фашист Германием,3
Ягъэ кIынкъым,3
дэлъху нэхъыжь,3
лъабжьэ хуэхъуащ,3
республикэ программэм,3
щIыпIэ гуэрым,3
къыхэкIыу абы,3
нэхъ инхэр,3
нэхъ щIалэ,3
генерал-майор Гейман,3
лъэпкъ хабзэр,3
бгы лыжэ,3
щIыкIэм теухуа,3
ерыскъы гъэтIылъыгъэхэр,3
жиIэу зэрахъуэкIащ,3
лъэужьхэр гъэзэкIуэжынымкIэ,3
сэкъат иIэ,3
мывэ скъар,3
хэтащ Урысей,3
адрей псори,3
Санкт-Петербург щекIуэкI,3
бюджетыр гъэзэщIа,3
бгырыс лъэпкъхэр,3
бзу цIыкIур,3
цIыхухэм сэбэп,3
псалъэ Iущхэр,3
урысей уэрэджыIакIуэ,3
къытеувыIащ КъБР-м,3
къуажэм щыIэ,3
федеральнэ университетым,3
Вагъуэбэр жыг,3
адыгэ щыпсэу,3
Кърым Республикэм,3
илъэс мелард,3
Вагъуэбэм теухуауэ,3
Iуэхум хэта,3
балигъ ныбжьым,3
чэзу зэIущIэр,3
БищIо Борис,3
къудамэм щIэтIысхьащ,3
хабзэ дахэр,3
экстремизмэмрэ терроризмэмрэ,3
ижь лъандэрэ,3
Къуэшырокъуэ Залым,3
Республикэ унафэщIхэр,3
вагъуэ зэрыбыным,3
унафэщIхэр арэзы,3
Вагъуэ бын,3
быдэ хъун,3
кхъухь хужьышхуэм,3
зэфэ псым,3
щIэныгъэлIхэм зэрыхуагъэфащэмкIэ,3
къэщIыгъэхэм ящыщу,3
социально-экономикэ зыужьыныгъэм,3
хуэдэ мыбы,3
адыгэ уэрэдыжьхэр,3
27-м къыдигъэкIа,3
2019 гъэхэм,3
унагъуэм цIыху,3
академик Паллас,3
мин 900-м,3
иткIэ дзэм,3
лъэныкъуэкIи зыхуей,3
Коронавирус узыфэ,3
зэгъэпэщыжыныгъэ лэжьыгъэхэр,3
къыщыпсэлъащ КъБР-м,3
тхыдэм теухуауэ,3
япэ медицинэ,3
щыIэ ЩIалэгъуалэ,3
Урысейм щIэныгъэхэмкIэ,3
щыпсэу щIыпIэм,3
мурад тщIащ,3
цIыхухэм япэ,3
Къэзыпщытэ-къэзыбж палатэм,3
пшынауэ Iэзэ,3
ищхъэрэ лъэныкъуэмкIэ,3
лыжь цыкур,3
бжэ къуагъым,3
Лыжь цыкум,3
дунейр щыхъумэныр,3
Налшык район,3
адыгэ пщIантIэм,3
къулыкъум пIалъэ,3
Америкэ Ищхъэрэ,3
тхьэмахуэ махуэм,3
участкэ №1-м,3
метр зэпэщимэ,3
метр 8470-рэ,3
щIы кугъуэ,3
пIалъэ пыухыкIа,3
ЩIалэгъуалэ IуэхухэмкIэ,3
иIэ щIыпIэр,3
пыухыкIа имыIэу,3
Атлантикэ Ищхъэрэ,3
Индие тенджыз,3
Новэ Гвинее,3
Хьэтуей къуажэм,3
Канадэ Арктикэ,3
амбулаторэ кIэлъыплъыныгъэм,3
къэрал къулыкъущIапIэхэм,3
Пагуэ Жыраслъэн,3
тенджыз Щэхум,3
ИкIи абы,3
бжыгъэр цIыху,3
лIыжь цIыкIу,3
пщтыр къыщIэкIыпIэхэм,3
мащIэ хъууэ,3
инвестицэ проект,3
цIыху 20-м,3
адыгей литературэбзэм,3
зауэр иуха,3
къэпщытэныгъэхэм къызэрагъэлъэгъуамкIэ,3
щежэх псыхэм,3
псэущхьэ абрагъуэхэр,3
зэхъуэкIыныгъэхэр халъхьащ,3
генерал-лейтенант Павлов,3
уахэ жыжьэм,3
дызэрыт зэманым,3
медаль зэмылIэужьыгъуэу,3
псы къуэпсхэм,3
дыщэ кIанэр,3
щIалэгъуалэ центрым,3
полимер пкъыгъуэ,3
здэщыIэ Урысей,3
адыгэ хэку,3
зэзыгъэкIуж судыщIэм,3
суд районым,3
илъэс хъурейм,3
бынхэр дыщэ,3
дохутырым деж,3
гур нэхъ,3
тхылъым иратхащ,3
джэгугъуэ Гъатхэпэм,3
мин 50-м,3
хей щIыжыным,3
Къалмыкъ Фёдор,3
лъэс лъагъуэхэмрэ,3
Хъыджэбз цIыкIум,3
мэз лъапэм,3
Бэрбэч Алим,3
Къэбэрдей-Балъкъэрым щыпсэухэм,3
Хьэбэз районым,3
50-м щIигъу,3
мылъкум щыщ,3
унэцIэ дыдэр,3
спортсмен ныбжьыщIэхэм,3
лыжь цыку,3
операцэ хэхар,3
Посольскэ приказым,3
Черкасский Алексей,3
Къуиижь ЦIыкI,3
Республикэм ВетеринариемкIэ,3
къуэр Аруан,3
къэпсэлъащ КъБР-м,3
абы щыпсэухэм,3
Ахэр адыгэ,3
къалэм щIыпIэ,3
псэупIэ коммунальнэ,3
гугъу ищI,3
лъэпкъхэм ящыщ,3
ЩIалэ цIыкIухэм,3
Гогибедашвили Заур,3
текIуэдэнущ сом,3
Валиевэ Камилэ,3
гугъу щащIащ,3
Президенту щыта,3
жыпIэ хъунукъым,3
Хьэрэмэ Iуащхьэ,3
ДНР-мрэ ЛНР-мрэ,3
Захуагъэ здэщыIэ,3
къыщалъхуа къуажэм,3
Бах Томас,3
творчествэмкIэ унэм,3
социальнэ дэIэпыкъуныгъэ,3
хъыбарегъащIэ IэнатIэхэр,3
Лукашенкэ Александр,3
