"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"бегло","нареч. ирижэу, псынщIэу; бегло читать ирижэу къеджэн"
"беглый","-ая, -ое
1. (уст.) щIэпхъуэжа; беглые крестьяне мэкъумэшыщIэ щIэпхъуэжахэр
2. псынщIэ, ирижэ; беглое чтение къеджэкIэ псынщIэ
3. псынщIэ, щIэх; беглый осмотр псынщIэ-псынщIэу къэплъыхьыныгъэ"
"бегом","нареч. жэрыжэкIэ, жэрыгъэкIэ; бежать бегом жэрыжэкIэ жэн"
"бегство","с. II, мн. нет щIэпхъуэжыныгъэ, кIуэсэныгъэ; обратить в бегство щIэпхъуэжын; бегство из плена гъэрыпIэм кънкIуэсыкIыжыныгъэ"
"бегун","м. II (род. бегуна) спорт. къэжакIуэ, къызэдэжэхэм яхэт"
"беда","ж. I тхьэмыщкIагъэ, къулейсызыгъэ; попасть в беду тхьэмыщкIагъэ хэхуэн
◊ на беду тхьэмыщкIагъэкIэ; не беда ягъэ кIакъым, къэхъуа щыIэкъым"
"бедность","ж. III, мн. нет тхьэмыщкIагъэ, къулейсызыгъэ; жить в бедности тхьэмыщкIагъэм хэту псэун"
"беднота","ж. I, собир. къулейсызхэр; деревенская беднота къуажэм щыпсэу къулейсызхэр"
"бедный","-ая, -ое
1. къулейсыз, тхьэмыщкIэ; бедный человек цIыху тхьэмыщкIэ
2. перен. къулейсыз; бедная природа природа къулейсыз
3. тхьэмыщкIэ; бедный, как он устал тхьэмыщкIэ, ар Iейуэ зэреша"
"бедняга","ж. I тхьэмыщкIэ"
"бедро","с. II (анат.) шхужь: положить руки на бёдра Iэхэр шхужьым игъэувэн"
"бедствие","с. II тхьэмыщкIагъэ, къулейсызыгъэ, насыпыншагъэ ин"
"бежать","разноспряг., несов.
1. жэн; бежать в школу еджапIэм жэн
2. перен. псынщIэу кIуэн, къижын; дни бегут махуэхэр псынщIэу макIуэ; кровь бежит из раны уIэгъэм лъы къож
3. тж. сов. щIэпхъуэжын, кIуэсэжын; бежать из плена гъэрыпIэм кънкIуэсыкIыжын"
"без(о)","предлог с род. передается суффиксом -ншэ, хэмылъу; без денег ахъшэншэ; без пользы фейдэншэ; без сомнения шэч хэмылъу; без всяких разговоров псалъэмакъ хэмылъу; без нас не начинайте дэрыншэу щIэвмыдзэ
◊ без четверти два сыхьэтитI хъуным дакъикъэ пщыкIутху иIэщ"
"безбрежный","-ая, -ое гъуиапкъэншэ; безбрежное море тенджыз гъуиапкъэншэ; безбрежные равнины тафэ гъуиапкъэншэхэр"
"безветренный","-ая, -ое жьыншэ; безветренное ущелье жьы къыщемыпщэ ауз"
"безвкусный","-ая, -ое
1. IэфIыншэ; безвкусная еда ерыскъы IэфIыншэ
2. емыкIу, мыдахэ; безвкусный наряд щыгъын емыкIу (мыдахэ)"
"безводный","-ая, -ое псыншэ, псы здэщымыIэ; безводная пустыня псы здэщымыIэ къум"
"безвоздушный","-ая, -ое хьэуа здэщымыIэ, хьэуаыншэ; безвоздушное пространство хьэуа здэщымыIэ уэгу"
"безвольный","-ая, -ое щабэ, хьэл ткIий зыхэмылъ; безвольный человек цIыху щабэ"
"безвыходный","-ая, -ое хэкIыпIэншэ, хэкIыпIэ зимыIэ; безвыходное положение щытыкIэ хэкIыпIэншэ"
"безграмотный","-ая, -ое
1. щIэныгъэншэ, тхылъ зымыщIэ; безграмотный человек цIыху щIэныгъэншэ, тхылъ зымыщIэ
2. щыуагъэ куэд зыхэт; безграмотное письмо щыуагъэ куэд зыхэт письмо"
"безграничный","-ая, -ое гъунапкъэншэ; безграничные просторы губгъуэ гъунапкъэншэхэр"
"бездействие","с. II, мн. нет зымыгъэхъеиныгъэ, зыри мыщIэныгъэ"
"бездельник","м. II Iуэхуншэ"
"бездна","ж. I
1. щIэ зимыIэ, щIэншэ; морская бездна тенджыз щIэншэ
2. перен. кIэ зимыIэ, куэд; бездна дел кIэ зимыIэ Iуэху"
"бездомный","-ая, -ое екIуэлIапIэншэ, унэншэ; бездомная собака хьэ екIуэлIапIэншэ"
"бездонный","-ая, -ое щIэншэ; бездонная пропасть щыхупIэ щIэишэ"
"беззаботный","-ая, -ое къалэн зимыIэ, зыри зыфIэмыIуэху; беззаботный человек зыри зыфIэмыIуэху цIыху"
"беззаветный","-ая, -ое псэемыблэж, зыщымысхьыж; беззаветная любовь псэемыблэж лъагъуныгъэ; беззаветная храбрость псэемыблэж хахуагъэ"
"беззащитный","-ая, -ое къыщхьэщыжын зимыIэ; беззащитное существо къыщхьэщыжын зимыIэ псэущхьэ"
