template,freq
*фIэкIыр,16
*хьыжырт,16
*эзыру,16
*дын,16
кърикIу*,16
къ*ыфыркъым,16
кхъ*,16
Ин*,16
пIащ*,16
иплъ*,16
сыкъ*р,16
фху*,16
къысIэщI*,16
хъу*у,16
зэхуэс*,16
къ*нымкIэ,16
щыщI*м,16
къыкIэщI*,16
щIэкIу*,16
къу*…,16
къ*хъуам,16
щI*жри,16
хуэщI*,16
лъ*м,16
къу*ми,16
м*у,16
П*ыр,16
къ*щIыкIа,16
къ*хыжащ,16
къ*лъхьар,16
щI*эну,16
къ*хьэжу,16
зэIущI*,16
зэпыщI*,16
къ*утэкъым,16
дызыху*,16
къ*ейуэ,16
къызэрыфI*,16
къ*.,16
*бз,16
дызыхуэ*,16
Къы*къым,16
къе*э,16
но*,16
*кIуэныр,16
зэрыд*,16
Дымы*,16
*хьэмкIэ,16
щIэ*а,16
ха*ым,16
мыхъумы*,16
е*экъым,16
къы*жьэ,16
сы*хь,16
къыхы*,16
*эпсу,16
къызэщIигъэ*,16
*эзырауэ,16
жы*у,16
Iу*ым,16
*эщIэхэр,16
ири*щ,16
уанэ*,16
мафIэ*,16
сыщIо*,16
*хьэрщ,16
Гуэ*,16
къы*да,16
Ямы*,16
нэщхъея*,16
мэ*эри,16
къэзу*,16
хьэщIэ*,16
дыкъыщи*,16
укъыща*,16
*жьмэ,16
гугъа*,16
къэблэ*,16
Зызы*,16
щыб*,16
*кIуэркъым,16
*лэжьащ,16
пау*,16
зи*щ,16
уды*,16
*пщIакъым,16
сыкъызэ*,16
къыпо*,16
де*ым,16
Iэ*т,16
къыпе*,16
у*хэри,16
укъигъэ*,16
укъри*,16
къы*хыну,16
*ыхьам,16
*лъыжри,16
*пIар,16
*щIыкIащ,16
*кIуэжар,16
къы*хьэрэ,16
сыкъи*къым,16
зэры*эри,16
къысхуи*ым,16
щхьэ*рэ,16
*лIати,16
къ*акIэт,16
хулъ*,16
къ*агъуэ,16
*ылIа,16
сыху*ым,16
къыт*эну,16
къ*лIэм,16
къ*жьам,16
*эжахэм,16
къ*тыр,16
гужь*,16
уаху*,16
укъ*кIэ,16
гу*хэм,16
къ*лIам,16
къ*ар…,16
*ылIэну,16
тыр*,16
фI*рэ,16
тхэ*,16
ехьэ*,16
хьэ*ри,16
*лъыхьыну,16
къы*са,16
укъы*ащ,16
зы*къым,16
Мэ*э,16
у*кIыу,16
*эпащ,16
*ыпсу,16
къы*хьри,16
у*ащи,16
*увар,16
Сыкъ*ащ,16
укъ*т,16
*жыфын,16
къ*жыху,16
къ*сауэ,16
п*экъым,16
къаIэщI*,16
тхьэмыщ*,16
къызбгъэдэ*,16
къыхэт*,16
джэгуа*,16
Хъуэ*,16
дау*,16
къыдэс*,16
гушыIэ*,16
*гъуэгурыкIуэ,16
дыды*,16
*мынэу,16
Лъэп*,16
псалъэма*,16
лъэба*,16
артист*,16
акъы*,16
пэ*къым,16
*тI-щыкIэ,16
унафэ*,16
къызэха*,16
*эсауэ,16
сы*энщ,16
пигъэ*,16
хъарзы*,16
лъэхъэ*,16
къ*за,16
кIэлъ*э,16
зыхэс*,16
хъуа*,16
зэрыдгъэ*,16
къы*эныр,16
къыпщхьэ*,16
къ*лъагъуэ,16
къыпкъ*,16
хьэзы*,16
п*къэ,16
ирагъэ*ым,16
щхъуан*,16
лъакъуи*,16
хьэлэмэ*,16
къэслъы*,16
къицI*,16
Iэ*къым,16
къищэ*,16
зеп*,16
малъ*,16
щыт*ым,16
зэхуэт*,16
Iэмал*,16
ху*эу,16
лIэужь*,16
хуэпщI*,16
сихь*,16
къ*кIуэн,16
зищI*,16
цI*у,16
къиутI*,16
зэпилъ*,16
тхъ*,16
къ*хуамэ,16
зыхущI*,16
щхь*рэ,16
щхь*хэр,16
Щхь*у,16
лъабжь*,16
гъэлъ*,16
сежь*,16
секIу*,16
зыхузэфI*,16
сыфI*,16
хь*рэ,16
хь*хэри,16
елI*,16
къ*эжат,16
къ*эжынщ,16
къакIэлъы*,16
*гъэсэбэп,16
къыхуеп*,16
щытепсэ*,16
къ*эгъуащ,16
къы*эрти,16
сцI*,16
*рын,16
къызы*ри,15
*ыгъуэри,15
*ыгъуэщ,15
*агъкIи,15
*ышхуэхэр,15
зыпы*,15
дызо*,15
къи*ауэ,15
къа*акъым,15
зэри*у,15
яди*,15
*итIымкIэ,15
*ский,15
*еймкIэ,15
*-Джэрий,15
*гъэкIэ,15
*лIрэ,15
*эгъухэр,15
*умрэ,15
*иер,15
*сурэ,15
*бэч,15
*ыра,15
*мым,15
*рами,15
*джэри,15
*кIуэкIыр,15
*ныгъэщ,15
*ыр-щэ,15
*плъмэ,15
*хынущ,15
*хъумэу,15
натI*,15
*ыбжэм,15
*ышхуэт,15
*хэрауэ,15
Ре*,15
*ыгъэри,15
Iэм*,15
жылэ*,15
Илъэси*,15
Зэры*щи,15
Зэры*м,15
къе*и,15
Хьэж*,15
къэ*амэ,15
а*т,15
сы*жащ,15
я*щи,15
зэ*хэу,15
ид*,15
Дзэ*,15
укъыщи*,15
Я*у,15
я*ыну,15
*жьхэри,15
еб*,15
ялъы*,15
у*укъым,15
зыщри*,15
хэд*,15
Къа*ым,15
*ы-,15
хуэ*кIэ,15
зыхуэ*ри,15
щыв*,15
къэ*ыным,15
къэз*у,15
къыдэ*у,15
имыгъэ*у,15
зэребгъэ*,15
дебгъэ*,15
с*ти,15
У*ауэ,15
у*уи,15
ущI*р,15
къ*ыжым,15
*ыжыныр,15
*рейуэ,15
*ути,15
ху*хэм,15
Зэры*у,15
*-*кIэ,15
къэсы*,15
къыпхуэ*у,15
къы*жат,15
сы*нщ,15
къытху*ри,15
фы*р,15
*сыжыну,15
Iэ*м,15
*хъуэжри,15
*нщI,15
*хьэ…,15
къыщы*ауэ,15
къыху*а,15
зытемы*,15
хэ*и,15
къы*кIуэр,15
*лъагъухэм,15
*цIыхун,15
*ну…,15
пху*у,15
*джым,15
*къузэ,15
Ды*къым,15
зэры*ыным,15
*рейхэм,15
ири*ащ,15
Пе*,15
*бжэм,15
*цIэхэм,15
*эмкIи,15
бжьэ*,15
гу*т,15
фыз*,15
сыхи*,15
къыхэз*,15
къыстри*,15
зэпкъра*,15
нэ*ми,15
нэ*ти,15
лIыгъэ*,15
мыхьэнэ*,15
зэри*м,15
*бзи,15
*Iуэм,15
*бзэт,15
*пэхэр,15
щызэ*м,15
Адыг*,15
сри*къым,15
*цIыхуащ,15
ире*э,15
дыгъуа*,15
*дзын,15
зэры*нум,15
зы*рти,15
*увэу,15
къып*рэ,15
къызэрыхуи*,15
Е*у,15
а*хэр,15
Т*м,15
хэ*ауэ,15
дгъэ*къым,15
дэ*рэ,15
*щIынут,15
*лъытэр,15
*шэми,15
зы*щIа,15
зы*щIауэ,15
ири*рэ,15
сы*тэкъым,15
къы*акIэ,15
Т*къым,15
П*щ,15
сы*рти,15
у*хукIэ,15
зэры*ынум,15
Жэщ*,15
щыгъын*,15
уа*рэ,15
Адэ*,15
9*,15
П*эм,15
зэрыгу*,15
нэ*ыр,15
щызэ*э,15
лъэ*э,15
нэ*къым,15
фхуэс*,15
сы*эт,15
ды*эж,15
да*э,15
къы*лъхьар,15
фIэс*,15
гъэ*э,15
дызды*,15
зэлъэ*,15
*пщIэм,15
хамэ*,15
и*ым…,15
*щIкъым,15
*эщ…,15
къалъэ*,15
зыкъыща*,15
къытхуи*ым,15
лэжьакIуэ*,15
*хуитI,15
*дамэ,15
*пхъэм,15
*къурэ,15
*ткъым,15
*бым,15
*анэу,15
*ыжахэм,15
дыхъу*,15
*дэм,15
*ейкъым,15
*эIун,15
*апхъэр,15
*мыIэ,15
*шхэр,15
*лъэгъуэну,15
*гуфIэу,15
*лъыхьа,15
*хьэзыру,15
*лIами,15
*эфIыр,15
*пх,15
*Iэпыкъуурэ,15
*эхуауэ,15
*пIауэ,15
*щIэкIи,15
*уныр,15
*ыжынут,15
*пат,15
*чрэ,15
*лъху,15
*лащ,15
*ншэкъым,15
*лъхуауэ,15
*ысам,15
*охъу,15
*замэ,15
*щIэнукъым,15
*хъунущ,15
*хъуащи,15
*удауэ,15
*дщ,15
*ыфащ,15
*хкIэ,15
*тари,15
*щIэкIа,15
*пщIмэ,15
*тхур,15
*агъукIэ,15
*хъумэн,15
*шщ,15
*хьэнум,15
*лъти,15
*экIынум,15
*ныгъи,15
*ныгъэшхуэ,15
къ*щIат,15
къ*хьэжри,15
щI*ж,15
къ*жмэ,15
мыгъу*,15
сыкъэплъ*,15
къыщигъэлъ*,15
згъэщI*,15
сыщыху*,15
щI*ырт,15
къ*сри,15
нэхъыщI*,15
укъ*и,15
къ*хурт,15
къ*лъым,15
къызэщI*ри,15
къ*ей,15
сыщI*щ,15
къыщI*а,15
фI*р,15
*хуэхэри,15
къ*жынур,15
къ*щIрэ,15
къ*пIэ,15
къ*пIэм,15
пыщI*,15
сымыщI*,15
укъу*,15
къу*и,15
къу*э,15
Ещ*,15
етI*,15
къ*жьат,15
къ*кIухь,15
сехъу*,15
къемыхъу*,15
щынэхъ*,15
пхуэсщI*,15
бгъэщI*,15
къ*хыжыну,15
къэпщI*,15
фыкъ*мэ,15
фоч*,15
къ*ш,15
къ*хьахэм,15
къ*хьэртэкъым,15
къекIуэлI*,15
фыкъыщI*,15
шэр*,15
дэу*,15
Ту*,15
Iу*э,15
къы*утэкъым,15
сыкъэ*у,15
махуи*,15
къы*лъхьащ,15
къыщыб*,15
къы*тащ,15
сыпы*,15
къыщIэз*,15
*хъэри,15
къыдэу*,15
къигъа*,15
къыIуры*,15
ху*ыж,15
зыгъэ*ри,15
узыщIэ*,15
къэ*хэми,15
*тэмкIэ,15
Зэри*,15
къызэро*,15
къыз*къым,15
Схузэ*,15
къызэрымы*,15
Къимы*,15
иужь*,15
къыщыгъэ*,15
бзаджа*,15
хуэбгъэ*,15
пхуэзгъэ*,15
узэрыщы*,15
яхуигъэ*,15
Джэгу*,15
ефэ*,15
зэпсэ*,15
хэзгъэ*,15
ирилъэ*,15
зэрызригъэ*,15
къахи*,15
фыкъа*,15
къыпхуи*ым,15
гъэунэху*,15
къыщамы*,15
сыгъуэ*,15
*Iэпыкъуну,15
зы*щIу,15
По*,15
ягъэкIуэ*,15
*эжынкIэ,15
*эха,15
къыщIэ*ым,15
зы*щIащ,15
*щIыхьу,15
закъы*,15
телъы*,15
и*эщ,15
зэхэзе*,15
зэже*,15
къы*тэ,15
*тIысхьауэ,15
*Iэпыкъуу,15
*элIам,15
*хунур,15
*шхуа,15
*кIуэду,15
къы*нар,15
къы*кIым,15
къы*лIар,15
къы*кIыурэ,15
къы*нт,15
сыкъыщ*,15
къ*эжрэ,15
къазэрыху*,15
*харэ,15
къ*ф,15
къытщ*,15
къыщ*э,15
ф*къым,15
Тхылъ*,15
къ*щIэри,15
къ*энуи,15
сыкъ*м,15
къ*тар,15
къ*экIын,15
*алIэри,15
щI*жын,15
къ*кIынщ,15
къ*хами,15
къ*хыжа,15
*лIахэм,15
*лIэжауэ,15
къеуэ*,15
къыдэзыгъэ*,15
иху*,15
*кэми,15
улэ*,15
кърахьэ*,15
ираху*,15
щIэгу*,15
дыгъу*,15
ТIы*,15
*эзыра,15
къы*къым…,15
кIуэцIры*,15
къы*лъым,15
къы*хынур,15
къы*хьат,15
*хьэнут,15
Кхъухь*,15
Хьэ*т,15
*цIа,15
*хъуари,15
*тIысхьар,15
къы*ыкIыу,15
щы*эр,15
*хьэжар,15
къы*хьащи,15
Къы*ым,15
зы*ырт,15
сыкъы*ам,15
*мыкIым,15
*гъащIэм,15
къы*эжам,15
къа*эр,15
къы*хъуэр,15
ху*эри,15
нэхъыщхь*,15
фыкъ*ащ,15
къапэщI*,15
Укъ*мэ,15
*дащи,15
*жьэрти,15
*лIэхэм,15
къ*фынур,15
хэхъу*,15
т*…,15
къызэрыгуэ*,15
етIысэ*,15
ебгъэры*,15
къащэ*,15
ТIэ*,15
Уса*,15
слъэ*,15
уи*ым,15
къыхэ*ым,15
къысIу*,15
У*ащ,15
дэIэпы*,15
щызэтра*,15
къызэщIэп*,15
ма*кIэ,15
ку*щ,15
жы*щ,15
ядэп*,15
Сеп*,15
узэп*,15
яхэп*,15
къыу*у,15
Къалъ*,15
зэпкъри*,15
къысхуигъэ*,15
къылъыкъу*,15
фыкъ*э,15
зэрыжы*,15
*энхэу,15
тепсэлъыхь*,15
къ*эх,15
зэхуихьэ*,15
лъыт*,15
къилъагъ*,15
КIы*,15
зигъэпсэ*,15
къып*т,15
Къыс*у,15
щап*,15
Т*хэм,15
Щхъу*,15
зэрызе*,15
*-щы,15
фэры*,15
еуп*,15
*гъуэжу,15
дыкъы*ым,15
къы*экIэ,15
*хьыным,15
сыщI*ар,15
цI*хэр,15
къ*дза,15
къ*жакъым,15
сакIэлъ*,15
къ*дз,15
щ*эу,15
къ*кIуам,15
къ*щIэнур,15
Iэлъ*,15
дытI*,15
къ*хьи,15
гулъ*,15
зилъ*,15
умылъ*,15
хь*ми,15
дигъэлъ*,15
хэслъ*,15
пщэфI*,15
щIэтIысхь*,15
згъэкIу*,15
ехъулI*,15
къигъэтI*,15
сыхь*,15
сыкъикIу*,15
сыкъ*ми,15
удихь*,15
*шхуитIыр,15
*дэжу,15
*зырат,15
уигъэлъ*,15
дыкъ*ауэ,15
къ*этащ,15
*зырын,15
*гъуэркъым,15
щыла*,15
Сы*рэ,15
къ*эфу,15
дызыте*,15
*нэмэ,15
къыткIэ*,15
къ*сыр,15
ПфI*,15
къ*эгъуам,15
дэтIы*,15
укъ*ам,15
дытепсэлъ*,15
сыщI*ым,15
сыщрихь*,15
ущрихь*,15
зиущ*,15
Бат*,14
с*акъым,14
хэ*ащ,14
*агъщ,14
зэры*хэр,14
узо*,14
хуимы*,14
зэры*ырт,14
здэс*,14
и*тэкъым,14
*бжьэр,14
*джэт,14
*ыбзэу,14
*ыгъэрэ,14
*ыгъэу,14
*шхуэмкIэ,14
уа*щ,14
къыдагъэ*,14
*тIэр,14
*жьхэ,14
*щхьэхэм,14
*гъуазэ,14
*пскIэ,14
*кIум,14
*нэми,14
*ышхуэхэм,14
*ыщIэхэр,14
*пкъ,14
*тахэр,14
*лъхьат,14
*бгъур,14
*кIэмкIэ,14
*лъытэ,14
*гъуэта,14
*гъэзэжыну,14
*ижь,14
*мыщIэу,14
*гъажэ,14
*щIэжыр,14
*жьейм,14
*ыпщым,14
*ышхуэщ,14
*хэмэ,14
*жьэурэ,14
*кIурэ,14
*щIэкIащ,14
*ыбзэщ,14
*уз,14
*иплIыр,14
*хьэблэ,14
*ыпщыр,14
жь*м,14
жь*щ,14
*рми,14
губзыгъ*,14
хьэлэл*,14
*цэхэр,14
*ыхьым,14
*хэращи,14
ре*,14
театр*,14
догъэ*,14
*ыпэм,14
Пхъэ*,14
сыхьэти*,14
сы*щ…,14
я*м,14
*нкъэ,14
*рэкIэ,14
*ырт…,14
зы*ыжауэ,14
мэ*хэр,14
зэры*жыр,14
*шхуэрт,14
*агъми,14
къэ*щи,14
пхуэ*т,14
сы*укъым,14
мы*кIэ,14
сре*,14
б*ми,14
ди*у,14
сызы*р,14
з*у,14
зэхэмы*,14
щIа*ри,14
къи*мэ,14
къэ*ти,14
дызы*р,14
Е*ри,14
къри*рэ,14
Кур*,14
зэра*ыр,14
нэзгъэ*,14
ди*и,14
къызэрыб*,14
зе*у,14
и*рти,14
хэ*ри,14
щIамы*,14
*лъагъурэ,14
*шэс,14
*лъхьэжри,14
се*щ,14
*еижри,14
къыз*у,14
фыкъ*у,14
*лейуэ,14
У*и,14
*ыжыфу,14
ущI*ыр,14
*хэщи,14
хуэ*щи,14
зы*нур,14
зэры*ымкIэ,14
ху*ыр,14
Къы*щ,14
дри*щ,14
хъур*,14
Ды*р,14
сы*хэм,14
*щIынкъым,14
*хьыжынщ,14
*хъуэжыну,14
*пагэ,14
*ужын,14
*ужырт,14
сы*ынур,14
*гъазэм,14
яху*ащ,14
У*амэ,14
сы*ырт,14
хэ*т,14
ди*къым,14
къы*ырщ,14
*гъуэтыну,14
*лъагъунщ,14
фы*ну,14
къы*ыф,14
*гъар,14
къы*жынур,14
зыкъы*ри,14
щы*эн,14
*нурэ,14
*ухуэ,14
парт*,14
*хутэ,14
къе*т,14
*иплIым,14
къу*ыр,14
зы*жыну,14
Къра*,14
дыщIи*,14
хьэрэ*,14
сыхуи*,14
щхьэдэ*,14
*ыфынутэкъым,14
*рейхэр,14
*шэхэм,14
*пым,14
къы*атэкъым,14
сыкъызы*,14
*ыгъуэхэм,14
*ийуэ,14
*хуэжу,14
*ник,14
у*жынущ,14
у*нукъым,14
*гуашэ,14
*псэлъыхьыну,14
те*кIэ,14
зыкIэры*,14
*джи,14
*тырт,14
*Iуэн,14
себгъэ*,14
*лъхьэжу,14
дызэ*къым,14
*тхэри,14
зэ*кIыу,14
къы*ныр,14
къы*нукъым,14
*дзыну,14
пшэ*,14
*шэхэр,14
щыда*,14
хэ*рэ,14
Сы*кIэ,14
къы*ынукъым,14
*пщэ,14
къы*кIухь,14
гъэтIылъ*,14
пс*,14
къэхь*,14
сакъ*,14
яхэт*,14
уэрам*,14
хъыбар*,14
*шхын,14
гъур*,14
П*эр,14
щIы*э,14
Щымы*,14
Щы*и,14
зэ*эрт,14
зэ*эж,14
къелъэ*,14
ины*,14
сыу*,14
*эжьхэр,14
*эшхуи,14
*эшхуэхэр,14
*плъэж,14
*тIысхьэн,14
*жэу,14
къы*адэ,14
уа*э,14
Нэ*щ,14
Нэмы*,14
*ыжхэм,14
гуащIэ*,14
Сынэ*,14
узыте*,14
сытригъэ*,14
къызигъэ*,14
Я*ым,14
Фи*,14
къе*…,14
щIэдгъэ*,14
ущIи*,14
*эра,14
къы*хури,14
джатэ*,14
*шхуитI,14
зы*хьа,14
зы*хьар,14
зы*хьэ,14
И*э,14
Иу*,14
я*хьащ,14
мы*ри,14
плъэ*,14
къэс*ым,14
зримыгъэ*,14
кърамыгъэ*,14
*лъэху,14
*хъуэхэм,14
*ани,14
*дами,14
*пи,14
*он,14
*рам,14
*къкIэ,14
*мыкIыр,14
*би,14
*хьэщIэ,14
*вэ,14
*кIэхэм,14
*схэр,14
*элIэж,14
*г,14
*кIуэнум,14
*хуейр,14
*эдыж,14
*шхэу,14
*эпIэ,14
*шхыр,14
*дзам,14
*эIуащ,14
*пыр,14
*зэщI,14
*нщIэу,14
*Iэта,14
*плъыхьу,14
*щэху,14
*дэри,14
*эсым,14
*алIэу,14
*пIа,14
*дэщ,14
*къуар,14
*гуфIыкIыу,14
*анэщ,14
*лъых,14
*жахэм,14
*рыху,14
*хъут,14
*быр,14
*щIэртэкъым,14
*элIамэ,14
*щIыжа,14
*хьэхыу,14
*хьакъэ,14
*Iи,14
*гъапцIэ,14
*упщIар,14
*экIыртэкъым,14
*дыхьэшх,14
*нэну,14
*кIыжкIэ,14
*жари,14
*эщыр,14
*эпсыр,14
*рэм,14
*агъуурэ,14
*лъщи,14
*фIат,14
*шэжыну,14
*Iуам,14
*лъымкIэ,14
*лъадэу,14
*шэнур,14
*лъуи,14
*ыхьэркъым,14
*еижу,14
*лъэфу,14
*дие,14
*хъуэпс,14
*хъэхэр,14
*Iауи,14
зэрызэху*,14
къ*хьамэ,14
зыкъ*мэ,14
къ*пIэр,14
пIащI*,14
къ*ынуми,14
къу*кIэ,14
фIыщI*,14
зэрыслъ*,14
ядэплъ*,14
къыщытху*,14
къыщI*рэ,14
къ*хъуэн,14
IэщI*ым,14
бгъэдэлъ*,14
сыдыхь*,14
къэс*къым,14
къ*лъри,14
къыдэкI*,14
къ*кIуэкI,14
зыщI*у,14
къ*фэ,14
у*ти,14
къ*къуащ,14
щыхэкIу*,14
къ*хъуну,14
IукIу*,14
у*хуэ,14
зэрыкъу*,14
къ*лIэрт,14
лъыхъу*,14
т*мрэ,14
дыщыщI*,14
ирикъу*,14
укъэкIу*,14
къу*хэмрэ,14
мэхъу*,14
къ*хуж,14
хъу*и,14
м*кIэ,14
м*хэм,14
П*хэм,14
КъэкIу*,14
къ*хэ,14
купщI*,14
Тыр*,14
къыщI*урэ,14
КъыпфI*,14
пI*у,14
сыкъ*амэ,14
сызыгъэ*,14
дымыгъэ*,14
дыкъы*у,14
те*рэ,14
*гъэсын,14
къы*шащ,14
щIызэ*,14
мэлы*,14
къытлъы*,14
сумы*,14
*цIэм,14
узмы*,14
Гъуэ*,14
унагъуэ*,14
къэбэрдеи*,14
усэ*,14
зекIуэ*,14
Апхуэдэ*,14
пхуигъэ*,14
*кIырти,14
жы*ри,14
*ыпща,14
У*т,14
Iэу*,14
зэ*эну,14
къы*лIа,14
кур*,14
а*у,14
е*эу,14
къызэрысхуэ*,14
къыщIэзгъэ*,14
ныбэ*,14
Къи*ым,14
сыкъы*къым,14
хуумы*,14
хуа*къым,14
иIэ*,14
сыкъызэри*,14
Къамы*,14
къыщимы*,14
жа*,14
Лъагъу*,14
фIэщхъу*,14
Гуры*,14
тримы*,14
Я*къым,14
сыкъимы*,14
ли*,14
Сыздэ*,14
*тэныр,14
сыкъыщIи*,14
ткIу*,14
сы*ыж,14
къыхури*,14
хуэгъэ*къым,14
тхьэма*,14
сы*эжыну,14
*эхауэ,14
хэу*,14
зэрызэфIэ*,14
укъэ*у,14
зы*ами,14
*ыххэртэкъым,14
и*кIи,14
къы*тар,14
*эпауэ,14
Ме*,14
*хьыжын,14
Iэ*р,14
те*экъым,14
ири*эу,14
зыфIи*,14
у*эжыну,14
Зэхуэ*,14
зэхуэ*у,14
пхуэ*у,14
а*щ,14
бжы*,14
у*щIэ,14
къы*шыр,14
*лъэдащ,14
*эсар,14
*къуэурэ,14
*щIыкIын,14
*IукI,14
*кIутэ,14
*хьэлIэри,14
*щыж,14
*жхэр,14
сы*эрэ,14
Къар*,14
къ*кIуэм,14
зэщI*э,14
къ*ыжыным,14
*жьэщ,14
къ*Iамэ,14
у*жауэ,14
къ*лIат,14
къ*кIынукъым,14
къытху*ым,14
къэхъ*,14
дэкI*,14
плъыр*,14
*жьыным,14
*къуэн,14
сыкъ*и,14
къ*хыжу,14
у*ыжу,14
къ*лIэри,14
хь*хэмрэ,14
*экъуащ,14
У*ну,14
Къыщ*,14
къ*тэ,14
Ху*къым,14
зэгурыIуэ*,14
нэу*,14
фIыцIэ*,14
хъыбары*,14
пэжы*,14
*щIыху,14
*хурти,14
*эзыращ,14
игъэунэ*,14
*мэжын,14
скъу*,14
къы*уващ,14
*ащIэр,14
*чыну,14
*щIырти,14
хуэди*,14
*элIэм,14
щыдэ*,14
сыхьэ*,14
*адэурэ,14
*лъэгъуэн,14
сы*ртэкъым,14
*хати,14
*Iуи,14
*упщIащ,14
*уда,14
къы*лъам,14
къы*эгъуа,14
*эфар,14
къы*кIынур,14
фы*эу,14
*ытэн,14
къы*ыжым,14
къэ*эхэм,14
дызэригъэ*,14
хуэзыгъэ*,14
*дзэнщ,14
*хьыжауэ,14
*хьэжащи,14
шыпхъу*,14
сыкъ*рт,14
уху*къым,14
СыкъыщI*,14
сыпI*,14
къ*агъуэу,14
сыкъ*ну,14
къыщыслъ*,14
*уращ,14
къ*жырти,14
ЛIэ*,14
ирикIу*,14
нэмы*,14
нэ*хэмрэ,14
триу*,14
Жьа*,14
*зыха,14
*ыркъыми,14
*энухэм,14
къэза*,14
хуэны*,14
п*хэмрэ,14
п*хэри,14
ада*,14
Зызгъэ*,14
сызэрыщы*,14
къипсэ*,14
къигъэп*,14
Къызэп*,14
соп*,14
дытепсэ*,14
Ас*,14
щIихъу*,14
се*ри,14
журнал*,14
къытри*ым,14
къ*тын,14
къ*гъанэ,14
лъа*у,14
Iум*,14
хъуэпса*,14
*лъэтащ,14
Къыс*къым,14
сыщI*р,14
Т*р,14
Яху*,14
къ*лъагъуэу,14
къ*ххэу,14
шынэ*,14
къ*щтэ,14
уеплъ*,14
зэхуахьэ*,14
жып*,14
*ытэри,14
П*м,14
къы*щIыну,14
*щIыжын,14
ирагъэтIы*,14
*амэ…,14
*эмэ…,14
щIали*,14
заригъэ*,14
къыдэф*,14
*ыхьат,14
къыс*кIэ,14
къеф*,14
къипхъу*,14
лъагъ*,14
дежь*,14
щхьэзыфIэ*,14
Хузэ*,14
зыкъы*у,14
къып*ащ,14
къицIы*,14
ицIы*,14
ЩIэп*,14
гугъуе*,14
зэрыф*,14
къыхилъ*,14
бэлы*,14
Iуащ*,14
къупщ*,14
гума*,14
щIоп*,14
къы*эжым,14
къа*амэ,14
иригъа*,14
къ*гъэкI,14
къ*шам,14
къ*су,14
къ*гъэсэбэп,14
гурыфI*,14
лъ*ыр,14
сылI*,14
къ*лъхьауэ,14
къ*накъым,14
къ*ейри,14
ещхь*,14
къ*ынурэ,14
къ*нэн,14
иримыхь*,14
цI*хэм,14
къ*щIырт,14
къызэлъ*,14
укъ*эну,14
дызэрылъ*,14
щхь*т,14
щытлъ*,14
дэслъ*,14
зэныбжь*,14
дгъэлъ*,14
гъэкIу*,14
зэхыхь*,14
СхузэфI*,14
хь*мрэ,14
сфI*къым,14
щхь*къым,14
къ*аращ,14
къехьэлъ*,14
къехь*,14
къызэрыкъу*,14
щхь*э,14
гъащI*,14
лъ*хэри,14
къ*агъу,14
къы*схьащ,14
*гъуркъым,14
лъ*эм,14
къ*эфыну,14
къ*эжмэ,14
къ*щIыж,14
къ*эжакъым,14
къыдбгъэ*,14
къ*ыкIырт,14
къ*эхэмрэ,14
зэпип*,14
сынып*,14
ятхь*,14
зэныкъу*,14
дыщызэрихь*,14
щызэрихь*,14
10*,13
14*,13
15*,13
18*,13
4*,13
жыхуи*,13
*гъэмрэ,13
Къы*а,13
*ыIуэ,13
сы*ынщ,13
сыкъы*мэ,13
*ати…,13
сы*ыжащ,13
къыумыгъэ*,13
къи*урэ,13
и*ыну,13
къе*а,13
къе*щ,13
ды*щи,13
пхуэ*щ,13
*джэщ,13
е*кIэ,13
къигъэ*щ,13
Къызди*,13
…*,13
*рыкIуэ,13
*бзэмрэ,13
*жан,13
*хуей,13
*джар,13
*щхьу,13
*ыщхьэм,13
*бии,13
*гуэ,13
*сэщ,13
*къуэхэ,13
*лы,13
*хьэлIэр,13
*жыхь,13
*гъэзэжын,13
*ищIыр,13
*ипщIым,13
*ныгъэмрэ,13
*ужьым,13
*сыжри,13
*ыбзэмрэ,13
*сей,13
*жьымкIэ,13
*зехьэ,13
*гъуэмрэ,13
*кIыжри,13
*пхъуэ,13
ф*у,13
Iущ*,13
лъит*,13
*цэр,13
мы*р,13
Къалэ*,13
хадэ*,13
къыб*у,13
*ой,13
ны*хэм,13
*ншэхэм,13
щIи*щ,13
фы*ауэ,13
*сыкI,13
та*,13
къэ*ати,13
къыщыхэ*,13
сы*ащи,13
егъэ*ри,13
фы*т,13
*нщ…,13
*ртэкъэ,13
*ищри,13
*ная,13
лъэ*т,13
зэрыщы*р,13
зигъэ*къым,13
ущIэмы*,13
къыз*ри,13
б*ри,13
и*ами,13
зэ*тэкъым,13
зыщыдгъэ*,13
зыщызы*,13
зызэра*,13
зи*ым,13
фIе*,13
ира*ри,13
Лъы*,13
сыбгъэдэ*,13
къыбо*,13
къэ*ынщ,13
Сы*урэ,13
щезгъэ*,13
зэрыды*,13
Аслъэн*,13
хэ*а,13
*лъэгъуамэ,13
*тхъащ,13
*шей,13
се*т,13
къыбжьэ*,13
къызэрыху*р,13
*ныгъэхэр,13
укъ*нщ,13
с*щи,13
у*ынкIэ,13
сыщI*ыр,13
къыщ*ри,13
ч*,13
Сыкъ*мэ,13
къыт*ми,13
щI*ынур,13
укъ*ну,13
*рейр,13
*рэ-тIэ,13
ды*ын,13
Б*р,13
у*жынщ,13
Къы*т,13
къыхуэ*щ,13
щIэ*ар,13
уогъэ*,13
къаху*ри,13
*кIуэным,13
*уакъым,13
